title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid,VectorRanker_person,VectorRanker_person_value,VectorRanker_MMR_03_person,VectorRanker_MMR_03_person_value,VectorRanker_MMR_05_person,VectorRanker_MMR_05_person_value,VectorRanker_MMR_07_person,VectorRanker_MMR_07_person_value,VectorRanker_woman,VectorRanker_woman_value,VectorRanker_MMR_03_woman,VectorRanker_MMR_03_woman_value,VectorRanker_MMR_05_woman,VectorRanker_MMR_05_woman_value,VectorRanker_MMR_07_woman,VectorRanker_MMR_07_woman_value,VectorRanker_teacher,VectorRanker_teacher_value,VectorRanker_MMR_03_teacher,VectorRanker_MMR_03_teacher_value,VectorRanker_MMR_05_teacher,VectorRanker_MMR_05_teacher_value,VectorRanker_MMR_07_teacher,VectorRanker_MMR_07_teacher_value,VectorRanker_role model,VectorRanker_role model_value,VectorRanker_MMR_03_role model,VectorRanker_MMR_03_role model_value,VectorRanker_MMR_05_role model,VectorRanker_MMR_05_role model_value,VectorRanker_MMR_07_role model,VectorRanker_MMR_07_role model_value,VectorRanker_professional,VectorRanker_professional_value,VectorRanker_MMR_03_professional,VectorRanker_MMR_03_professional_value,VectorRanker_MMR_05_professional,VectorRanker_MMR_05_professional_value,VectorRanker_MMR_07_professional,VectorRanker_MMR_07_professional_value
Al-Battani,,male,Islam,,858914,14905.0,0.0696757435798645,14905.0,0.0696757435798645,14905.0,0.0696757435798645,14905.0,0.0696757435798645,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,36984.0,0.033521536737680435,36984.0,0.033521536737680435,36984.0,0.033521536737680435,36984.0,0.033521536737680435,28974.0,,28974.0,,28974.0,,28974.0,
Fulgencio Batista,,male,Roman Catholic,Liberal Party of Cuba,50206,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,7417.0,0.009918170049786568,7417.0,0.009918170049786568,7417.0,0.009918170049786568,7417.0,0.009918170049786568,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Shiva,,male,Shaivism,,28849,33861.0,,33861.0,,33861.0,,33861.0,,11152.0,0.02401796355843544,11152.0,0.02401796355843544,11152.0,0.02401796355843544,11152.0,0.02401796355843544,5132.0,0.06734376400709152,5132.0,0.06734376400709152,5132.0,0.06734376400709152,5132.0,0.06734376400709152,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Anne Hutchinson,,female,Protestantism,,318482,18607.0,0.05092952400445938,18607.0,0.05092952400445938,18607.0,0.05092952400445938,18607.0,0.05092952400445938,4815.0,0.10742649435997009,4815.0,0.10742649435997009,4815.0,0.10742649435997009,4815.0,0.10742649435997009,2715.0,0.13193808495998383,2715.0,0.13193808495998383,2715.0,0.13193808495998383,2715.0,0.13193808495998383,66845.0,-0.08056390285491943,66845.0,-0.08056390285491943,66845.0,-0.08056390285491943,66845.0,-0.08056390285491943,28974.0,,28974.0,,28974.0,,28974.0,
David Paterson,,male,,Democratic Party,3059677,12335.0,0.08392307162284851,12335.0,0.08392307162284851,12335.0,0.08392307162284851,12335.0,0.08392307162284851,18675.0,-0.0544365793466568,18675.0,-0.0544365793466568,18675.0,-0.0544365793466568,18675.0,-0.0544365793466568,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Thomas Jefferson,,male,deism,Democratic-Republican Party,29922,11396.0,0.08909603208303452,11396.0,0.08909603208303452,11396.0,0.08909603208303452,11396.0,0.08909603208303452,18426.0,-0.05087260901927948,18426.0,-0.05087260901927948,18426.0,-0.05087260901927948,18426.0,-0.05087260901927948,9896.0,,9896.0,,9896.0,,9896.0,,31659.0,0.04870179668068886,31659.0,0.04870179668068886,31659.0,0.04870179668068886,31659.0,0.04870179668068886,28974.0,,28974.0,,28974.0,,28974.0,
John Tyler,,male,Episcopal Church,Democratic Party,19732690,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,61803.0,-0.04979114234447479,61803.0,-0.04979114234447479,61803.0,-0.04979114234447479,61803.0,-0.04979114234447479,28974.0,,28974.0,,28974.0,,28974.0,
James Buchanan,,male,Presbyterianism,Democratic Party,19732383,33861.0,,33861.0,,33861.0,,33861.0,,16750.0,-0.030946742743253708,16750.0,-0.030946742743253708,16750.0,-0.030946742743253708,16750.0,-0.030946742743253708,9896.0,,9896.0,,9896.0,,9896.0,,64937.0,-0.06727041304111481,64937.0,-0.06727041304111481,64937.0,-0.06727041304111481,64937.0,-0.06727041304111481,28974.0,,28974.0,,28974.0,,28974.0,
Beth Ditto,,female,atheism,,19636760,33861.0,,33861.0,,33861.0,,33861.0,,1919.0,0.18305495381355286,1919.0,0.18305495381355286,1919.0,0.18305495381355286,1919.0,0.18305495381355286,9896.0,,9896.0,,9896.0,,9896.0,,42142.0,0.018947619944810867,42142.0,0.018947619944810867,42142.0,0.018947619944810867,42142.0,0.018947619944810867,28974.0,,28974.0,,28974.0,,28974.0,
Simon the Zealot,,male,Early Christianity,,314682,12697.0,0.08195865899324417,12697.0,0.08195865899324417,12697.0,0.08195865899324417,12697.0,0.08195865899324417,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Leopold I of Belgium,,male,Lutheranism,,56470,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,49235.0,-0.001979433000087738,49235.0,-0.001979433000087738,49235.0,-0.001979433000087738,49235.0,-0.001979433000087738,28974.0,,28974.0,,28974.0,,28974.0,
Luchino Visconti,Italians,male,,,44822,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Moby,,cisgender man,Christianity,,19361,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,23378.0,-0.022353030741214752,23378.0,-0.022353030741214752,23378.0,-0.022353030741214752,23378.0,-0.022353030741214752
William Herschel,Germans,male,Lutheranism,,33971,33861.0,,33861.0,,33861.0,,33861.0,,4973.0,0.10385891795158386,4973.0,0.10385891795158386,4973.0,0.10385891795158386,4973.0,0.10385891795158386,9896.0,,9896.0,,9896.0,,9896.0,,70743.0,-0.13693703711032867,70743.0,-0.13693703711032867,70743.0,-0.13693703711032867,70743.0,-0.13693703711032867,28974.0,,28974.0,,28974.0,,28974.0,
Vladimir the Great,,male,Christianity,,40575,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
José Batlle y Ordóñez,,male,,Colorado Party,511579,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,4906.0,0.1581668257713318,4906.0,0.1581668257713318,4906.0,0.1581668257713318,4906.0,0.1581668257713318,28974.0,,28974.0,,28974.0,,28974.0,
Lil Wayne,African Americans,male,Catholic Church,,168540,24262.0,0.019671553745865822,24262.0,0.019671553745865822,24262.0,0.019671553745865822,24262.0,0.019671553745865822,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,51248.0,-0.008205998688936234,51248.0,-0.008205998688936234,51248.0,-0.008205998688936234,51248.0,-0.008205998688936234,28974.0,,28974.0,,28974.0,,28974.0,
Émile Durkheim,,male,Judaism,,38218,15157.0,0.06831365823745728,15157.0,0.06831365823745728,15157.0,0.06831365823745728,15157.0,0.06831365823745728,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,23317.0,0.07333500683307648,23317.0,0.07333500683307648,23317.0,0.07333500683307648,23317.0,0.07333500683307648,28974.0,,28974.0,,28974.0,,28974.0,
Wolfgang Schäuble,,male,evangelical church,Christian Democratic Union,1526841,5328.0,0.13064056634902954,5328.0,0.13064056634902954,5328.0,0.13064056634902954,5328.0,0.13064056634902954,21514.0,,21514.0,,21514.0,,21514.0,,3931.0,0.09760699421167374,3931.0,0.09760699421167374,3931.0,0.09760699421167374,3931.0,0.09760699421167374,28745.0,0.057008322328329086,28745.0,0.057008322328329086,28745.0,0.057008322328329086,28745.0,0.057008322328329086,5321.0,0.1195569783449173,5321.0,0.1195569783449173,5321.0,0.1195569783449173,5321.0,0.1195569783449173
Bruce Lee,Hong Kong American,male,atheist,,37313,33861.0,,33861.0,,33861.0,,33861.0,,16747.0,-0.030910829082131386,16747.0,-0.030910829082131386,16747.0,-0.030910829082131386,16747.0,-0.030910829082131386,8867.0,-0.03843867406249046,8867.0,-0.03843867406249046,8867.0,-0.03843867406249046,8867.0,-0.03843867406249046,43667.0,0.014546521008014679,43667.0,0.014546521008014679,43667.0,0.014546521008014679,43667.0,0.014546521008014679,14986.0,0.04396679252386093,14986.0,0.04396679252386093,14986.0,0.04396679252386093,14986.0,0.04396679252386093
Andy Lau,Cantonese people,male,Buddhism,,310210,12716.0,0.08185788989067078,12716.0,0.08185788989067078,12716.0,0.08185788989067078,12716.0,0.08185788989067078,10733.0,0.02814885415136814,10733.0,0.02814885415136814,10733.0,0.02814885415136814,10733.0,0.02814885415136814,9896.0,,9896.0,,9896.0,,9896.0,,29205.0,0.05567554384469986,29205.0,0.05567554384469986,29205.0,0.05567554384469986,29205.0,0.05567554384469986,28974.0,,28974.0,,28974.0,,28974.0,
Edgar Allan Poe,Americans,male,,,9549,3204.0,0.1529989242553711,3204.0,0.1529989242553711,3204.0,0.1529989242553711,3204.0,0.1529989242553711,9774.0,0.03813443332910538,9774.0,0.03813443332910538,9774.0,0.03813443332910538,9774.0,0.03813443332910538,9896.0,,9896.0,,9896.0,,9896.0,,53159.0,-0.014741092920303345,53159.0,-0.014741092920303345,53159.0,-0.014741092920303345,53159.0,-0.014741092920303345,28974.0,,28974.0,,28974.0,,28974.0,
Sappho,Greeks,female,,,27784,12001.0,0.08586427569389343,12001.0,0.08586427569389343,12001.0,0.08586427569389343,12001.0,0.08586427569389343,7479.0,0.06519659608602524,7479.0,0.06519659608602524,7479.0,0.06519659608602524,7479.0,0.06519659608602524,6267.0,0.039967603981494904,6267.0,0.039967603981494904,6267.0,0.039967603981494904,6267.0,0.039967603981494904,64400.0,-0.0637601688504219,64400.0,-0.0637601688504219,64400.0,-0.0637601688504219,64400.0,-0.0637601688504219,25958.0,-0.053763944655656815,25958.0,-0.053763944655656815,25958.0,-0.053763944655656815,25958.0,-0.053763944655656815
Anatoly Lunacharsky,,male,,Bolsheviks,296234,33861.0,,33861.0,,33861.0,,33861.0,,7793.0,0.06080874055624008,7793.0,0.06080874055624008,7793.0,0.06080874055624008,7793.0,0.06080874055624008,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,7356.0,0.10078522562980652,7356.0,0.10078522562980652,7356.0,0.10078522562980652,7356.0,0.10078522562980652
Steve Jobs,,male,Buddhism,Democratic Party,7412236,7404.0,0.11374795436859131,7404.0,0.11374795436859131,7404.0,0.11374795436859131,7404.0,0.11374795436859131,21514.0,,21514.0,,21514.0,,21514.0,,6829.0,0.025735478848218918,6829.0,0.025735478848218918,6829.0,0.025735478848218918,6829.0,0.025735478848218918,26875.0,0.06266620010137558,26875.0,0.06266620010137558,26875.0,0.06266620010137558,26875.0,0.06266620010137558,28974.0,,28974.0,,28974.0,,28974.0,
Juan Carlos I,,male,Catholic Church,,75795,33861.0,,33861.0,,33861.0,,33861.0,,21232.0,-0.12033619731664658,21232.0,-0.12033619731664658,21232.0,-0.12033619731664658,21232.0,-0.12033619731664658,9896.0,,9896.0,,9896.0,,9896.0,,29211.0,0.055653512477874756,29211.0,0.055653512477874756,29211.0,0.055653512477874756,29211.0,0.055653512477874756,28974.0,,28974.0,,28974.0,,28974.0,
Bo Xilai,,male,,Chinese Communist Party,528159,16697.0,0.06071559712290764,16697.0,0.06071559712290764,16697.0,0.06071559712290764,16697.0,0.06071559712290764,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,26420.0,0.06394805014133453,26420.0,0.06394805014133453,26420.0,0.06394805014133453,26420.0,0.06394805014133453,28974.0,,28974.0,,28974.0,,28974.0,
Jim DeMint,,male,Presbyterianism,Republican Party,599391,33861.0,,33861.0,,33861.0,,33861.0,,9023.0,0.046156641095876694,9023.0,0.046156641095876694,9023.0,0.046156641095876694,9023.0,0.046156641095876694,9896.0,,9896.0,,9896.0,,9896.0,,39073.0,0.027761459350585938,39073.0,0.027761459350585938,39073.0,0.027761459350585938,39073.0,0.027761459350585938,22519.0,-0.013679809868335724,22519.0,-0.013679809868335724,22519.0,-0.013679809868335724,22519.0,-0.013679809868335724
Hideaki Anno,Japanese people,male,agnosticism,,311256,33861.0,,33861.0,,33861.0,,33861.0,,11643.0,0.019236082211136818,11643.0,0.019236082211136818,11643.0,0.019236082211136818,11643.0,0.019236082211136818,9896.0,,9896.0,,9896.0,,9896.0,,41902.0,0.01966436207294464,41902.0,0.01966436207294464,41902.0,0.01966436207294464,41902.0,0.01966436207294464,28974.0,,28974.0,,28974.0,,28974.0,
Jimmy Carter,,male,Baptists,Democratic Party,15992,21374.0,0.03672236204147339,21374.0,0.03672236204147339,21374.0,0.03672236204147339,21374.0,0.03672236204147339,17479.0,-0.03884350508451462,17479.0,-0.03884350508451462,17479.0,-0.03884350508451462,17479.0,-0.03884350508451462,9896.0,,9896.0,,9896.0,,9896.0,,43008.0,0.01655513048171997,43008.0,0.01655513048171997,43008.0,0.01655513048171997,43008.0,0.01655513048171997,28974.0,,28974.0,,28974.0,,28974.0,
Orson Welles,,male,Christianity,,22196,6499.0,0.12068065255880356,6499.0,0.12068065255880356,6499.0,0.12068065255880356,6499.0,0.12068065255880356,21514.0,,21514.0,,21514.0,,21514.0,,8818.0,-0.03634367510676384,8818.0,-0.03634367510676384,8818.0,-0.03634367510676384,8818.0,-0.03634367510676384,24291.0,0.0704202950000763,24291.0,0.0704202950000763,24291.0,0.0704202950000763,24291.0,0.0704202950000763,11387.0,0.06890331953763962,11387.0,0.06890331953763962,11387.0,0.06890331953763962,11387.0,0.06890331953763962
Charles Bolden,African Americans,male,,,502762,9389.0,0.10074491798877716,9389.0,0.10074491798877716,9389.0,0.10074491798877716,9389.0,0.10074491798877716,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,3424.0,0.17356958985328674,3424.0,0.17356958985328674,3424.0,0.17356958985328674,3424.0,0.17356958985328674,425.0,0.23462218046188354,425.0,0.23462218046188354,425.0,0.23462218046188354,425.0,0.23462218046188354
John Cleese,,male,,Liberal Democrats,15858,9291.0,0.10126711428165436,9291.0,0.10126711428165436,9291.0,0.10126711428165436,9291.0,0.10126711428165436,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,15261.0,0.10095175355672836,15261.0,0.10095175355672836,15261.0,0.10095175355672836,15261.0,0.10095175355672836,28974.0,,28974.0,,28974.0,,28974.0,
Muhammad al-Jawad,Arabs,male,Islam,,430186,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,68377.0,-0.09498441219329834,68377.0,-0.09498441219329834,68377.0,-0.09498441219329834,68377.0,-0.09498441219329834,28974.0,,28974.0,,28974.0,,28974.0,
Kevin Spacey,,male,,Democratic Party,16768,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,7197.0,0.01637337915599346,7197.0,0.01637337915599346,7197.0,0.01637337915599346,7197.0,0.01637337915599346,16162.0,0.09753002226352692,16162.0,0.09753002226352692,16162.0,0.09753002226352692,16162.0,0.09753002226352692,3352.0,0.1431281715631485,3352.0,0.1431281715631485,3352.0,0.1431281715631485,3352.0,0.1431281715631485
Franco Battiato,,male,,independent politician,2074411,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,17758.0,0.024364762008190155,17758.0,0.024364762008190155,17758.0,0.024364762008190155,17758.0,0.024364762008190155
Todd Young,,male,Protestantism,Republican Party,29303304,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Danny DeVito,Italian Americans,male,,,104940,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,3301.0,0.1752970814704895,3301.0,0.1752970814704895,3301.0,0.1752970814704895,3301.0,0.1752970814704895,4679.0,0.12615536153316498,4679.0,0.12615536153316498,4679.0,0.12615536153316498,4679.0,0.12615536153316498
Peter Griffin,Irish Americans,male,Catholicism,,901191,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,2180.0,0.19120825827121735,2180.0,0.19120825827121735,2180.0,0.19120825827121735,2180.0,0.19120825827121735,28974.0,,28974.0,,28974.0,,28974.0,
Charles Oman,,male,,Conservative Party,1280793,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Matthew Lillard,,male,,Democratic Party,904921,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,3306.0,0.17519964277744293,3306.0,0.17519964277744293,3306.0,0.17519964277744293,3306.0,0.17519964277744293,28974.0,,28974.0,,28974.0,,28974.0,
Yitzhak Mordechai,,male,Judaism,Consolidation,1860312,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Avril Lavigne,English Canadians,female,,,165507,15126.0,0.06849298626184464,15126.0,0.06849298626184464,15126.0,0.06849298626184464,15126.0,0.06849298626184464,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,48041.0,0.0015315748751163483,48041.0,0.0015315748751163483,48041.0,0.0015315748751163483,48041.0,0.0015315748751163483,10717.0,0.07387673109769821,10717.0,0.07387673109769821,10717.0,0.07387673109769821,10717.0,0.07387673109769821
William Kennedy (author),Irish Americans,male,,,855177,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Sonali Bendre,,female,Hinduism,,582784,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,6004.0,0.1493997871875763,6004.0,0.1493997871875763,6004.0,0.1493997871875763,6004.0,0.1493997871875763,28974.0,,28974.0,,28974.0,,28974.0,
Malala Yousafzai,Pashtuns,female,Sunni Islam,,33983258,11572.0,0.08815714716911316,11572.0,0.08815714716911316,11572.0,0.08815714716911316,11572.0,0.08815714716911316,4522.0,0.11353196948766708,4522.0,0.11353196948766708,4522.0,0.11353196948766708,4522.0,0.11353196948766708,3704.0,0.10376116633415222,3704.0,0.10376116633415222,3704.0,0.10376116633415222,3704.0,0.10376116633415222,8865.0,0.13066264986991882,8865.0,0.13066264986991882,8865.0,0.13066264986991882,8865.0,0.13066264986991882,28974.0,,28974.0,,28974.0,,28974.0,
Theodore Roosevelt,,male,Continental Reformed Protestantism,Republican Party,30535,11824.0,0.08683006465435028,11824.0,0.08683006465435028,11824.0,0.08683006465435028,11824.0,0.08683006465435028,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,59549.0,-0.03888174891471863,59549.0,-0.03888174891471863,59549.0,-0.03888174891471863,59549.0,-0.03888174891471863,26831.0,-0.06923890113830566,26831.0,-0.06923890113830566,26831.0,-0.06923890113830566,26831.0,-0.06923890113830566
Gwyneth Paltrow,,female,Judaism,Democratic Party,42621,33861.0,,33861.0,,33861.0,,33861.0,,4340.0,0.11717237532138824,4340.0,0.11717237532138824,4340.0,0.11717237532138824,4340.0,0.11717237532138824,9339.0,-0.06716179847717285,9339.0,-0.06716179847717285,9339.0,-0.06716179847717285,9339.0,-0.06716179847717285,13793.0,0.10704006254673004,13793.0,0.10704006254673004,13793.0,0.10704006254673004,13793.0,0.10704006254673004,10673.0,0.07416397333145142,10673.0,0.07416397333145142,10673.0,0.07416397333145142,10673.0,0.07416397333145142
Benjamin Franklin,Americans,male,deism,,3986,7600.0,0.11229284852743149,7600.0,0.11229284852743149,7600.0,0.11229284852743149,7600.0,0.11229284852743149,20067.0,-0.07860945165157318,20067.0,-0.07860945165157318,20067.0,-0.07860945165157318,20067.0,-0.07860945165157318,9896.0,,9896.0,,9896.0,,9896.0,,31374.0,0.0494900718331337,31374.0,0.0494900718331337,31374.0,0.0494900718331337,31374.0,0.0494900718331337,28974.0,,28974.0,,28974.0,,28974.0,
Benjamin Harrison,Scotch-Irish Americans,male,Presbyterianism,Republican Party,7766419,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,60789.0,-0.0447559617459774,60789.0,-0.0447559617459774,60789.0,-0.0447559617459774,60789.0,-0.0447559617459774,28974.0,,28974.0,,28974.0,,28974.0,
Emmy Rossum,,female,Judaism,Democratic Party,1116998,11850.0,0.08670277893543243,11850.0,0.08670277893543243,11850.0,0.08670277893543243,11850.0,0.08670277893543243,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,8683.0,0.13172756135463715,8683.0,0.13172756135463715,8683.0,0.13172756135463715,8683.0,0.13172756135463715,28974.0,,28974.0,,28974.0,,28974.0,
David IV of Georgia,,male,Georgian Orthodox Church,,420853,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,12785.0,0.11118434369564056,12785.0,0.11118434369564056,12785.0,0.11118434369564056,12785.0,0.11118434369564056,28974.0,,28974.0,,28974.0,,28974.0,
Eazy-E,African Americans,male,,,163169,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,24695.0,0.06913687288761139,24695.0,0.06913687288761139,24695.0,0.06913687288761139,24695.0,0.06913687288761139,28974.0,,28974.0,,28974.0,,28974.0,
Toshiro Mifune,Japanese people,male,,,139098,17734.0,0.05559559166431427,17734.0,0.05559559166431427,17734.0,0.05559559166431427,17734.0,0.05559559166431427,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,26235.0,0.06446154415607452,26235.0,0.06446154415607452,26235.0,0.06446154415607452,26235.0,0.06446154415607452,12932.0,0.05816654860973358,12932.0,0.05816654860973358,12932.0,0.05816654860973358,12932.0,0.05816654860973358
Pope John Paul I,,male,Catholicism,,24027,6434.0,0.1213093101978302,6434.0,0.1213093101978302,6434.0,0.1213093101978302,6434.0,0.1213093101978302,21514.0,,21514.0,,21514.0,,21514.0,,7261.0,0.014432203024625778,7261.0,0.014432203024625778,7261.0,0.014432203024625778,7261.0,0.014432203024625778,54753.0,-0.020134881138801575,54753.0,-0.020134881138801575,54753.0,-0.020134881138801575,54753.0,-0.020134881138801575,28974.0,,28974.0,,28974.0,,28974.0,
